Time(year-month-day h:m:s),Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horicontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2020-08-21 20:15:00,80.41,58.02,40.92,26.19,856.58,28.17,6.39 
2020-08-21 20:30:00,63.63,45.91,32.11,25.68,856.59,29.36,6.16 
2020-08-21 20:45:00,70.23,50.67,34.53,25.65,856.6,30.47,3.86 
2020-08-21 21:00:00,37.45,27.02,19.37,25.31,856.66,31.42,1.49 
2020-08-21 21:15:00,10.12,7.3,4.71,24.94,856.76,31.84,0.26 
2020-08-21 21:30:00,0,0,0,24.77,856.88,32.05,0.33 
2020-08-21 21:45:00,0,0,0,24.48,857.11,32.77,0.32 
2020-08-21 22:00:00,0,0,0,24.11,857.13,33.74,0.32 
2020-08-21 22:15:00,0,0,0,23.76,857.07,34.93,0.32 
2020-08-21 22:30:00,0,0,0,23.36,857.13,36.26,0.34 
2020-08-21 22:45:00,0,0,0,23.22,857.24,36.1,0.32 
2020-08-21 23:00:00,0,0,0,23.16,857.43,35.56,0.30 
2020-08-21 23:15:00,0,0,0,23.01,857.47,35.77,0.25 
2020-08-21 23:30:00,0,0,0,22.95,857.48,35.87,0.24 
2020-08-21 23:45:00,0,0,0,22.71,857.47,36.89,0.25 
2020-08-22 00:00:00,0,0,0,22.64,857.42,36.82,0.24 
2020-08-22 00:15:00,0,0,0,22.36,857.42,37.78,0.24 
2020-08-22 00:30:00,0,0,0,22.2,857.31,38.17,0.24 
2020-08-22 00:45:00,0,0,0,22.41,857.36,37.95,0.23 
2020-08-22 01:00:00,0,0,0,22.08,857.35,38.95,0.24 
2020-08-22 01:15:00,0,0,0,21.56,857.36,40.8,0.23 
2020-08-22 01:30:00,0,0,0,21.47,857.35,41.23,0.23 
2020-08-22 01:45:00,0,0,0,21.47,857.39,41.6,0.23 
2020-08-22 02:00:00,0,0,0,21.19,857.45,42.02,0.23 
2020-08-22 02:15:00,0,0,0,21,857.48,43.16,0.23 
2020-08-22 02:30:00,0,0,0,21.21,857.41,42.97,0.23 
2020-08-22 02:45:00,0,0,0,20.59,857.43,44.45,0.23 
2020-08-22 03:00:00,0,0,0,20.22,857.49,45.1,0.25 
2020-08-22 03:15:00,0,0,0,20.4,857.41,45.06,0.23 
2020-08-22 03:30:00,0,0,0,20.18,857.44,45.42,0.25 
2020-08-22 03:45:00,0,0,0,19.95,857.44,46.14,0.24 
2020-08-22 04:00:00,0,0,0,19.52,857.4,46.84,0.24 
2020-08-22 04:15:00,0,0,0,20,857.45,46.17,0.24 
2020-08-22 04:30:00,0,0,0,19.36,857.48,47.27,0.23 
2020-08-22 04:45:00,0,0,0,18.99,857.5,47.51,0.24 
2020-08-22 05:00:00,0,0,0,18.5,857.52,47.71,0.24 
2020-08-22 05:15:00,0,0,0,18.82,857.62,47.18,0.25 
2020-08-22 05:30:00,0,0,0,18.6,857.64,47.55,0.24 
2020-08-22 05:45:00,0,0,0,18.24,857.74,47.73,0.24 
2020-08-22 06:00:00,0,0,0,18.15,857.76,47.31,0.23 
2020-08-22 06:15:00,0,0,0,18.24,857.82,47.09,0.23 
2020-08-22 06:30:00,0,0,0,18.73,857.86,46.76,0.23 
2020-08-22 06:45:00,0,0,0,18.95,857.78,46.62,0.24 
2020-08-22 07:00:00,0,0,0,18.29,857.79,47.47,0.25 
2020-08-22 07:15:00,0,0,0,18.26,857.88,47.44,0.24 
2020-08-22 07:30:00,0,0,0,18.93,857.93,46.88,0.24 
2020-08-22 07:45:00,0,0,0,18.85,858,46.97,0.25 
2020-08-22 08:00:00,0,0,0,18.31,857.98,47.67,0.21 
2020-08-22 08:15:00,0.11,0.08,0.02,18.09,858.04,46.77,1.04 
2020-08-22 08:30:00,12.35,8.91,6.84,17.96,858.05,44.84,2.52 
2020-08-22 08:45:00,27.59,19.9,16,19.08,858.21,45.16,4.58 
2020-08-22 09:00:00,51.64,37.26,28.88,19.2,858.29,45.71,6.69 
2020-08-22 09:15:00,89.8,64.79,42.75,20.31,858.25,44.54,7.65 
2020-08-22 09:30:00,93.55,67.5,40.92,20.88,858.19,43.45,16.72 
2020-08-22 09:45:00,187.75,135.46,59.85,21.2,858.14,42.71,25.25 
2020-08-22 10:00:00,257.82,186.02,68.13,22.52,858.12,39.73,32.08 
2020-08-22 10:15:00,305.89,220.7,69.96,23.97,858.09,36.49,37.88 
2020-08-22 10:30:00,339.88,245.22,69.15,24.63,858.25,34.52,44.68 
2020-08-22 10:45:00,403.51,291.13,75,24.5,858.21,35.05,51.31 
2020-08-22 11:00:00,447.45,322.84,77.54,25.35,858.2,32.46,57.72 
2020-08-22 11:15:00,491.92,354.92,82.56,25.27,858.17,32.4,62.79 
2020-08-22 11:30:00,528.06,381,84.48,25.5,858.21,32.61,60.57 
2020-08-22 11:45:00,560.82,404.63,88.99,26.85,858.15,32.47,59.70 
2020-08-22 12:00:00,598.89,432.1,92.54,26.83,858.17,31.03,60.95 
2020-08-22 12:15:00,634.96,458.12,93.01,27.1,858.09,30.11,59.57 
2020-08-22 12:30:00,662.01,477.64,95.04,28.16,858.06,27.48,59.93 
2020-08-22 12:45:00,687.42,495.97,98.96,28.24,857.99,26.79,59.91 
2020-08-22 13:00:00,713.45,514.75,104.28,28.06,857.91,26.63,58.61 
2020-08-22 13:15:00,732.45,528.47,109.51,28.72,857.72,26.27,57.93 
2020-08-22 13:30:00,753.33,543.53,109.43,29.34,857.53,23.92,55.84 
2020-08-22 13:45:00,768.27,554.31,113.29,28.88,857.43,26,52.53 
2020-08-22 14:00:00,775.71,559.68,119.34,28.41,857.21,27.33,52.02 
2020-08-22 14:15:00,794.55,573.27,118.9,29.81,857.08,23.43,54.06 
2020-08-22 14:30:00,807.01,582.26,120.47,30.15,856.93,23.02,51.40 
2020-08-22 14:45:00,805.15,580.92,121.88,30.49,856.75,21.92,47.72 
2020-08-22 15:00:00,800.67,577.68,120.76,30.64,856.48,21.46,46.88 
2020-08-22 15:15:00,796.88,574.95,127.07,30.79,856.32,19.24,46.80 
2020-08-22 15:30:00,772.29,557.2,137.31,31.3,856.1,18.7,46.99 
2020-08-22 15:45:00,784.39,565.94,137.05,31.69,855.82,17.51,48.22 
2020-08-22 16:00:00,759.45,547.94,139.16,31.9,855.65,16.43,48.09 
2020-08-22 16:15:00,744.32,537.03,140.97,32.26,855.52,15.65,50.02 
2020-08-22 16:30:00,732.78,528.7,137.91,32.14,855.49,14.29,50.75 
2020-08-22 16:45:00,715.28,516.07,133.95,32.42,855.26,13.34,50.29 
2020-08-22 17:00:00,689.02,497.13,130.45,32.1,855.07,12.59,53.03 
2020-08-22 17:15:00,656.41,473.6,127.05,32.59,854.92,12.02,53.76 
2020-08-22 17:30:00,618.92,446.55,125.95,32.54,854.85,11.17,54.54 
2020-08-22 17:45:00,578.45,417.35,122.65,32.82,854.69,10.21,54.56 
2020-08-22 18:00:00,556.71,401.67,118.71,32.88,854.61,9.36,56.96 
2020-08-22 18:15:00,503.81,363.5,114.47,33.09,854.59,10.39,51.63 
2020-08-22 18:30:00,462.74,333.87,107,32.98,854.61,10,44.35 
2020-08-22 18:45:00,412.76,297.81,100.86,33.04,854.63,10.75,39.97 
2020-08-22 19:00:00,365.96,264.04,94.5,32.84,854.48,10.31,33.44 
2020-08-22 19:15:00,326.11,235.29,86.99,32.74,854.49,10.63,28.00 
2020-08-22 19:30:00,262.58,189.45,81.47,32.75,854.41,10.19,21.99 
2020-08-22 19:45:00,213.09,153.75,73.89,32.34,854.37,10.64,16.51 
2020-08-22 20:00:00,166.95,120.46,63.81,32.09,854.4,11.58,12.15 
2020-08-22 20:15:00,129.67,93.56,54.3,31.34,854.42,15.54,7.65 
2020-08-22 20:30:00,90.39,65.21,42.22,31.2,854.47,15.08,5.49 
2020-08-22 20:45:00,55.71,40.2,28.39,30.72,854.52,16.72,3.05 
2020-08-22 21:00:00,28.23,20.37,15.17,30.24,854.58,17.33,1.16 
2020-08-22 21:15:00,7.5,5.41,4.1,29.71,854.85,19.07,0.25 
2020-08-22 21:30:00,0,0,0,29.23,855,19.78,0.33 
2020-08-22 21:45:00,0,0,0,28.51,855.17,22.25,0.34 
2020-08-22 22:00:00,0,0,0,28.11,855.29,23.47,0.34 
2020-08-22 22:15:00,0,0,0,27.84,855.41,23.17,0.33 
2020-08-22 22:30:00,0,0,0,27.59,855.48,23.06,0.32 
2020-08-22 22:45:00,0,0,0,27.22,855.72,22.22,0.33 
2020-08-22 23:00:00,0,0,0,26.45,855.9,23.37,0.30 
2020-08-22 23:15:00,0,0,0,26.19,856.02,22.19,0.23 
2020-08-22 23:30:00,0,0,0,25.36,856.03,24.08,0.23 
2020-08-22 23:45:00,0,0,0,25.89,856.04,22.88,0.24 
2020-08-23 00:00:00,0,0,0,24.49,856.09,26.2,0.24 
2020-08-23 00:15:00,0,0,0,23.95,856.09,27.53,0.24 
2020-08-23 00:30:00,0,0,0,23.92,856.02,26.38,0.23 
2020-08-23 00:45:00,0,0,0,24.18,855.99,23.98,0.24 
2020-08-23 01:00:00,0,0,0,23.94,855.9,23.34,0.24 
2020-08-23 01:15:00,0,0,0,22.97,855.94,25.17,0.23 
2020-08-23 01:30:00,0,0,0,23.67,855.95,23.73,0.24 
2020-08-23 01:45:00,0,0,0,22.84,856.03,24.47,0.24 
2020-08-23 02:00:00,0,0,0,22.75,856.04,23.66,0.24 
2020-08-23 02:15:00,0,0,0,22.3,856.11,24.26,0.24 
2020-08-23 02:30:00,0,0,0,22.03,856.14,24.55,0.23 
2020-08-23 02:45:00,0,0,0,21.71,856.14,25.23,0.23 
2020-08-23 03:00:00,0,0,0,21.38,856.07,25.89,0.24 
2020-08-23 03:15:00,0,0,0,21.39,856.04,26.01,0.24 
2020-08-23 03:30:00,0,0,0,21.04,856.01,26.83,0.24 
2020-08-23 03:45:00,0,0,0,21.12,855.98,26.34,0.24 
2020-08-23 04:00:00,0,0,0,20.78,855.96,27.21,0.23 
2020-08-23 04:15:00,0,0,0,20.69,855.89,27.11,0.24 
2020-08-23 04:30:00,0,0,0,20.51,855.85,27.19,0.25 
2020-08-23 04:45:00,0,0,0,20.44,855.79,27.2,0.23 
2020-08-23 05:00:00,0,0,0,20.16,855.8,27.45,0.24 
2020-08-23 05:15:00,0,0,0,19.98,855.77,27.62,0.24 
2020-08-23 05:30:00,0,0,0,19.81,855.71,27.83,0.24 
2020-08-23 05:45:00,0,0,0,19.69,855.67,28.32,0.23 
2020-08-23 06:00:00,0,0,0,19.69,855.54,28.15,0.24 
2020-08-23 06:15:00,0,0,0,19.71,855.53,28.01,0.24 
2020-08-23 06:30:00,0,0,0,19.62,855.51,27.95,0.23 
2020-08-23 06:45:00,0,0,0,19.5,855.45,28.22,0.24 
2020-08-23 07:00:00,0,0,0,19.39,855.49,28.24,0.25 
2020-08-23 07:15:00,0,0,0,19.21,855.55,28.88,0.24 
2020-08-23 07:30:00,0,0,0,19.87,855.54,27.82,0.24 
2020-08-23 07:45:00,0,0,0,19.6,855.65,28.43,0.25 
2020-08-23 08:00:00,0,0,0,19.32,855.76,28.93,0.25 
2020-08-23 08:15:00,0,0,0,20.36,855.77,26.52,0.62 
2020-08-23 08:30:00,8.59,6.2,5.08,20.65,855.93,26.07,2.54 
2020-08-23 08:45:00,31.07,22.41,17.67,20.79,856.08,25.72,5.14 
2020-08-23 09:00:00,62.49,45.08,34.07,20.18,856.11,27.25,8.49 
2020-08-23 09:15:00,104.03,75.06,47.61,20.22,856.18,28.73,12.79 
2020-08-23 09:30:00,150.2,108.37,57.67,21.47,856.27,25.83,18.11 
2020-08-23 09:45:00,198.54,143.25,65.47,21.64,856.45,24.91,20.64 
2020-08-23 10:00:00,249.25,179.83,70.85,22.3,856.6,24.6,30.93 
2020-08-23 10:15:00,299.5,216.09,74.76,23.21,856.67,22.69,37.86 
2020-08-23 10:30:00,353.31,254.91,78.02,25.24,856.64,18.85,44.32 
2020-08-23 10:45:00,398.94,287.84,81.01,26.33,856.68,16.75,50.34 
2020-08-23 11:00:00,443.3,319.84,85.83,26.87,856.77,15.9,56.66 
2020-08-23 11:15:00,489.2,352.96,89.16,27.02,856.74,15.49,60.87 
2020-08-23 11:30:00,525.71,379.3,96.29,26.99,856.75,15.74,66.94 
2020-08-23 11:45:00,564.84,407.53,102.14,26.97,856.71,15.77,67.61 
2020-08-23 12:00:00,595.93,429.96,107.14,27.7,856.77,15.22,63.39 
2020-08-23 12:15:00,627.43,452.69,112.78,28.16,856.82,14.92,63.72 
2020-08-23 12:30:00,654.98,472.57,118.73,28.77,856.89,14.13,63.54 
2020-08-23 12:45:00,685.12,494.31,124.19,28.64,856.89,14.39,63.51 
2020-08-23 13:00:00,707.96,510.79,127.79,29.63,856.75,13.84,63.55 
2020-08-23 13:15:00,727.31,524.75,130.74,29.73,856.62,13.75,63.34 
2020-08-23 13:30:00,744.35,537.05,132.19,32,856.46,10.53,63.46 
2020-08-23 13:45:00,761.28,549.26,137.6,31.79,856.24,12.62,63.11 
2020-08-23 14:00:00,779.62,562.5,143.13,32.81,856.09,9.77,62.04 
2020-08-23 14:15:00,781.62,563.94,148.11,32.83,855.85,11.32,60.75 
2020-08-23 14:30:00,793.28,572.35,153.21,33.23,855.64,8.58,60.08 
2020-08-23 14:45:00,801.24,578.09,151.15,33.39,855.46,8.29,59.35 
2020-08-23 15:00:00,798.45,576.08,148.05,33.35,855.32,8.86,59.28 
2020-08-23 15:15:00,797.3,575.25,147.27,33.52,855.19,6.3,58.54 
2020-08-23 15:30:00,794.21,573.03,144.9,33.31,855.04,7.86,58.50 
2020-08-23 15:45:00,787.25,568,145.19,33.89,854.94,9.47,56.39 
2020-08-23 16:00:00,769.09,554.9,145.85,33.63,854.76,10.79,56.11 
2020-08-23 16:15:00,747.61,539.4,144.25,33.87,854.69,9.78,56.20 
2020-08-23 16:30:00,727.48,524.88,141.49,33.86,854.52,10.99,53.62 
2020-08-23 16:45:00,701.06,505.81,137.46,33.8,854.39,10.1,53.37 
2020-08-23 17:00:00,684.22,493.66,131.97,34.19,854.22,8.84,51.58 
2020-08-23 17:15:00,656.55,473.7,126.07,33.27,854,10.27,51.49 
2020-08-23 17:30:00,626.66,452.14,120.96,34.22,853.8,8.87,53.28 
2020-08-23 17:45:00,601.49,433.98,115.07,34.56,853.74,8.69,55.27 
2020-08-23 18:00:00,561.59,405.19,109.57,34.16,853.67,9.42,58.95 
2020-08-23 18:15:00,524.97,378.76,102.76,34.6,853.6,8.35,53.77 
2020-08-23 18:30:00,481.24,347.21,98.58,33.75,853.55,9.3,48.08 
2020-08-23 18:45:00,444.02,320.36,93.4,34.35,853.45,8.73,41.92 
2020-08-23 19:00:00,390.81,281.97,87.21,34.02,853.45,9.18,35.55 
2020-08-23 19:15:00,338.43,244.18,80.94,34.15,853.45,8.8,29.04 
2020-08-23 19:30:00,278.21,200.73,74.03,34.39,853.37,8.15,22.99 
2020-08-23 19:45:00,228.63,164.95,67.72,34.16,853.4,8.01,17.19 
2020-08-23 20:00:00,177.08,127.76,59.7,33.76,853.38,8.08,12.21 
2020-08-23 20:15:00,134.87,97.31,50.9,33.58,853.29,8.15,8.32 
2020-08-23 20:30:00,95.36,68.8,40.47,33.32,853.22,7.84,5.38 
2020-08-23 20:45:00,58.77,42.4,28.06,32.87,853.15,9.33,2.94 
2020-08-23 21:00:00,27.37,19.75,14.38,32.33,853.16,10.52,1.03 
2020-08-23 21:15:00,4.66,3.37,2.61,31.81,853.3,12.06,0.26 
2020-08-23 21:30:00,0,0,0,31.06,853.35,13.38,0.33 
2020-08-23 21:45:00,0,0,0,30.36,853.45,14.93,0.34 
2020-08-23 22:00:00,0,0,0,29.82,853.59,15.89,0.33 
2020-08-23 22:15:00,0,0,0,28.34,853.73,16.55,0.34 
2020-08-23 22:30:00,0,0,0,27.74,853.87,16.46,0.31 
2020-08-23 22:45:00,0,0,0,27.24,854.03,16.55,0.33 
2020-08-23 23:00:00,0,0,0,26.86,854.22,16.39,0.29 
2020-08-23 23:15:00,0,0,0,26.62,854.36,16.3,0.23 
2020-08-23 23:30:00,0,0,0,26.31,854.41,15.92,0.23 
2020-08-23 23:45:00,0,0,0,26.07,854.5,15.87,0.24 
2020-08-24 00:00:00,0,0,0,25.75,854.51,16.91,0.23 
2020-08-24 00:15:00,0,0,0,25.62,854.48,16.95,0.23 
2020-08-24 00:30:00,0,0,0,25.09,854.39,17.69,0.24 
2020-08-24 00:45:00,0,0,0,24.99,854.32,17.5,0.23 
2020-08-24 01:00:00,0,0,0,25.05,854.18,16.7,0.23 
2020-08-24 01:15:00,0,0,0,24.74,854.12,16.96,0.24 
2020-08-24 01:30:00,0,0,0,24.62,854.11,17.01,0.23 
2020-08-24 01:45:00,0,0,0,24.58,853.99,17.19,0.24 
2020-08-24 02:00:00,0,0,0,24.88,853.94,16.76,0.24 
2020-08-24 02:15:00,0,0,0,24.55,853.96,17.54,0.24 
2020-08-24 02:30:00,0,0,0,24.13,853.95,18.52,0.24 
2020-08-24 02:45:00,0,0,0,24.31,853.91,18.43,0.22 
2020-08-24 03:00:00,0,0,0,23.91,853.74,19.25,0.23 
2020-08-24 03:15:00,0,0,0,23.54,853.57,19.98,0.23 
2020-08-24 03:30:00,0,0,0,23.38,853.5,20.24,0.24 
2020-08-24 03:45:00,0,0,0,23.75,853.44,19.3,0.23 
2020-08-24 04:00:00,0,0,0,24.17,853.38,18.3,0.23 
2020-08-24 04:15:00,0,0,0,24.2,853.35,18.1,0.23 
2020-08-24 04:30:00,0,0,0,23.38,853.39,19.3,0.23 
2020-08-24 04:45:00,0,0,0,22.8,853.54,20.63,0.23 
2020-08-24 05:00:00,0,0,0,22.98,853.66,20.27,0.24 
2020-08-24 05:15:00,0,0,0,21.86,853.71,22.3,0.24 
2020-08-24 05:30:00,0,0,0,21.39,853.68,22.94,0.23 
2020-08-24 05:45:00,0,0,0,21.61,853.73,22.22,0.23 
2020-08-24 06:00:00,0,0,0,21.28,853.79,23.07,0.23 
2020-08-24 06:15:00,0,0,0,21.22,853.97,23.29,0.24 
2020-08-24 06:30:00,0,0,0,21.3,853.99,22.94,0.23 
2020-08-24 06:45:00,0,0,0,20.96,854.1,23.63,0.24 
2020-08-24 07:00:00,0,0,0,20.92,854.16,23.67,0.23 
2020-08-24 07:15:00,0,0,0,21.02,854.22,23.17,0.23 
2020-08-24 07:30:00,0,0,0,21.25,854.39,22.67,0.24 
2020-08-24 07:45:00,0,0,0,20.76,854.61,24.31,0.24 
2020-08-24 08:00:00,0,0,0,18.56,854.72,30.35,0.24 
2020-08-24 08:15:00,0,0,0,19.1,854.83,29.1,0.71 
2020-08-24 08:30:00,10.12,7.3,6.1,19.66,854.93,26.57,2.69 
2020-08-24 08:45:00,33.27,24.01,18.97,20.37,855.06,24.05,5.24 
2020-08-24 09:00:00,63.25,45.64,34.63,21.74,855.15,20.89,8.49 
2020-08-24 09:15:00,104.48,75.38,47.27,22.22,855.22,20.33,12.76 
2020-08-24 09:30:00,149.27,107.7,57.93,23,855.34,19.53,18.00 
2020-08-24 09:45:00,194.1,140.04,66.63,24.46,855.55,17.12,23.73 
2020-08-24 10:00:00,241.65,174.35,73.61,26.38,855.68,14.49,30.12 
2020-08-24 10:15:00,290.19,209.37,78.81,28.01,855.69,13.17,36.65 
2020-08-24 10:30:00,341.33,246.27,83.71,29.15,855.66,12.27,42.99 
2020-08-24 10:45:00,387.9,279.87,88.93,29.12,855.7,13.48,40.77 
2020-08-24 11:00:00,431.71,311.48,94.47,29.25,855.65,13.64,44.39 
2020-08-24 11:15:00,475.55,343.11,99.96,29.18,855.72,12.91,44.81 
2020-08-24 11:30:00,520.6,375.61,104.71,29.59,855.76,12.29,47.48 
2020-08-24 11:45:00,559.17,403.44,108.12,29.43,855.75,14.27,53.77 
2020-08-24 12:00:00,595.53,429.67,111.49,29.57,855.75,12.19,55.63 
2020-08-24 12:15:00,630.65,455.01,114.56,30.11,855.71,12.14,56.33 
2020-08-24 12:30:00,660.76,476.74,116.39,30.8,855.67,12.66,57.67 
2020-08-24 12:45:00,688.01,496.4,119.92,31.3,855.53,12.83,56.11 
2020-08-24 13:00:00,712.57,514.12,125.06,31.02,855.5,13.41,57.21 
2020-08-24 13:15:00,733.4,529.15,129.21,31.16,855.33,12.1,57.33 
2020-08-24 13:30:00,752.07,542.62,132.1,31.55,855.22,11.35,56.23 
2020-08-24 13:45:00,766.84,553.28,136.29,32.06,855.04,9.87,54.87 
2020-08-24 14:00:00,782.71,564.72,140.3,31.94,854.86,7.65,53.21 
2020-08-24 14:15:00,789.59,569.69,142.57,32.72,854.73,7.54,52.30 
2020-08-24 14:30:00,799.58,576.9,144.26,33.19,854.53,7.55,50.98 
2020-08-24 14:45:00,804.72,580.61,149.09,33.37,854.35,6.75,49.62 
2020-08-24 15:00:00,800.35,577.45,150.12,33.89,854.15,5.89,49.75 
2020-08-24 15:15:00,797.27,575.23,150.13,35.04,854.09,4.24,48.13 
2020-08-24 15:30:00,793.54,572.54,147.75,35.05,854.04,4.05,46.71 
2020-08-24 15:45:00,790.07,570.03,143.07,35.59,853.99,1.98,46.78 
2020-08-24 16:00:00,779.97,562.75,138.02,35.26,853.9,6.51,47.09 
2020-08-24 16:15:00,763.61,550.94,133,35.45,853.65,3.75,44.39 
2020-08-24 16:30:00,742.69,535.85,128.74,35.53,853.49,6.01,44.19 
2020-08-24 16:45:00,720.74,520.01,124.73,35.79,853.27,5.69,46.95 
2020-08-24 17:00:00,694.12,500.81,120.54,35.87,853.06,5.62,48.68 
2020-08-24 17:15:00,668.35,482.22,116.72,35.86,852.93,5.22,51.63 
2020-08-24 17:30:00,634.57,457.84,112.22,36.3,852.78,4.66,51.64 
2020-08-24 17:45:00,599.17,432.3,107.52,36.29,852.65,5.16,53.07 
2020-08-24 18:00:00,566.07,408.42,103.03,35.94,852.53,5.02,55.11 
2020-08-24 18:15:00,532.63,384.29,98.04,36.4,852.43,3.7,54.67 
2020-08-24 18:30:00,497.95,359.27,91.68,36.51,852.14,4.85,49.27 
2020-08-24 18:45:00,451.3,325.61,86.78,36.43,852.04,4.31,43.21 
2020-08-24 19:00:00,404.73,292.01,82.26,36.54,852.01,4.07,36.49 
2020-08-24 19:15:00,345.35,249.17,77.78,36.46,851.97,3.73,29.89 
2020-08-24 19:30:00,280.73,202.55,72.51,36.19,851.86,4.66,23.07 
2020-08-24 19:45:00,221.89,160.1,65.86,36.06,851.81,4.96,16.78 
2020-08-24 20:00:00,168.29,121.42,57.42,35.81,851.77,5.73,11.98 
2020-08-24 20:15:00,131.04,94.55,50.33,35.54,851.73,5.88,8.15 
2020-08-24 20:30:00,87.84,63.38,38.84,35.1,851.69,8.13,5.14 
2020-08-24 20:45:00,50.83,36.67,25.71,34.04,851.67,8.89,2.75 
2020-08-24 21:00:00,22.3,16.09,12.52,34.02,851.66,8.26,0.86 
2020-08-24 21:15:00,1.88,1.36,1.41,33.18,851.69,9.56,0.28 
2020-08-24 21:30:00,0,0,0,32.41,851.81,10.9,0.32 
2020-08-24 21:45:00,0,0,0,32.47,851.95,10.84,0.33 
2020-08-24 22:00:00,0,0,0,31.3,852.01,11.91,0.32 
2020-08-24 22:15:00,0,0,0,29.63,852.05,14.68,0.32 
2020-08-24 22:30:00,0,0,0,29.63,852.1,15.02,0.33 
2020-08-24 22:45:00,0,0,0,28.32,852.2,16.38,0.34 
2020-08-24 23:00:00,0,0,0,27.99,852.33,14.88,0.29 
2020-08-24 23:15:00,0,0,0,27.71,852.41,13.13,0.22 
2020-08-24 23:30:00,0,0,0,27.16,852.5,12.9,0.23 
2020-08-24 23:45:00,0,0,0,26.97,852.51,11.9,0.23 
2020-08-25 00:00:00,0,0,0,26.48,852.44,11.81,0.23 
2020-08-25 00:15:00,0,0,0,26.21,852.37,11.27,0.24 
2020-08-25 00:30:00,0,0,0,26,852.35,10.46,0.23 
2020-08-25 00:45:00,0,0,0,26.01,852.29,9.55,0.23 
2020-08-25 01:00:00,0,0,0,25.76,852.29,9.61,0.24 
2020-08-25 01:15:00,0,0,0,25.61,852.25,9.66,0.24 
2020-08-25 01:30:00,0,0,0,25.47,852.33,9.49,0.23 
2020-08-25 01:45:00,0,0,0,25.32,852.29,9.72,0.23 
2020-08-25 02:00:00,0,0,0,25.07,852.29,10.31,0.24 
2020-08-25 02:15:00,0,0,0,24.86,852.25,10.42,0.23 
2020-08-25 02:30:00,0,0,0,24.61,852.23,10.5,0.24 
2020-08-25 02:45:00,0,0,0,24.6,852.16,10.29,0.24 
2020-08-25 03:00:00,0,0,0,24.68,852.06,9.73,0.24 
2020-08-25 03:15:00,0,0,0,24.56,851.97,9.21,0.24 
2020-08-25 03:30:00,0,0,0,24.64,851.91,9.15,0.24 
2020-08-25 03:45:00,0,0,0,24.39,851.77,9.86,0.24 
2020-08-25 04:00:00,0,0,0,24,851.66,10.97,0.24 
2020-08-25 04:15:00,0,0,0,23.65,851.66,11.71,0.24 
2020-08-25 04:30:00,0,0,0,23.3,851.68,12.45,0.24 
2020-08-25 04:45:00,0,0,0,23.45,851.86,12.49,0.23 
2020-08-25 05:00:00,0,0,0,23.59,852.01,13.34,0.23 
2020-08-25 05:15:00,0,0,0,22.32,852.04,15.26,0.24 
2020-08-25 05:30:00,0,0,0,22.85,852.08,14.31,0.24 
2020-08-25 05:45:00,0,0,0,22.85,852.09,14.26,0.23 
2020-08-25 06:00:00,0,0,0,22.63,852.13,14.14,0.24 
2020-08-25 06:15:00,0,0,0,22.65,852.13,13.75,0.24 
2020-08-25 06:30:00,0,0,0,22.58,852.15,13.76,0.25 
2020-08-25 06:45:00,0,0,0,22.58,852.13,13.7,0.24 
2020-08-25 07:00:00,0,0,0,22.82,852.26,13.37,0.24 
2020-08-25 07:15:00,0,0,0,22.85,852.39,13.65,0.24 
2020-08-25 07:30:00,0,0,0,22.24,852.57,14.49,0.23 
2020-08-25 07:45:00,0,0,0,22.32,852.9,14.61,0.24 
2020-08-25 08:00:00,0,0,0,22.17,853.09,14.94,0.25 
2020-08-25 08:15:00,0,0,0,21.65,853.26,15.52,0.43 
2020-08-25 08:30:00,5.04,3.64,2.79,21.77,853.45,15.49,2.22 
2020-08-25 08:45:00,28.81,20.79,16.12,22.39,853.66,15,4.96 
2020-08-25 09:00:00,61.61,44.45,32.99,22.63,853.79,14.87,7.80 
2020-08-25 09:15:00,101.88,73.51,44.99,23.45,853.8,13.86,11.99 
2020-08-25 09:30:00,149.78,108.07,57.01,24.59,853.96,12.94,15.82 
2020-08-25 09:45:00,199.17,143.7,68.33,26.01,853.96,11.41,23.82 
2020-08-25 10:00:00,225.83,162.93,73.64,27.69,854.15,9.7,28.36 
2020-08-25 10:15:00,292.03,210.7,82.64,28.55,854.19,8.83,35.51 
2020-08-25 10:30:00,297.6,214.72,82.04,29.74,854.17,7.59,43.06 
2020-08-25 10:45:00,383.37,276.6,87.9,31.25,854.31,6.81,48.74 
2020-08-25 11:00:00,410.14,295.92,92.04,30.82,854.46,7.29,47.55 
2020-08-25 11:15:00,476.69,343.93,95.25,31.26,854.51,7.28,44.43 
2020-08-25 11:30:00,519.66,374.93,99.44,31.15,854.56,7.31,44.49 
2020-08-25 11:45:00,556.01,401.16,102.56,31.69,854.55,7.3,45.28 
2020-08-25 12:00:00,593.78,428.41,107.28,31.59,854.67,8,45.49 
2020-08-25 12:15:00,626.82,452.25,111.14,31.76,854.6,7.39,45.84 
2020-08-25 12:30:00,657.55,474.42,114.22,32.58,854.52,7.71,47.85 
2020-08-25 12:45:00,686.71,495.46,117.36,32.78,854.46,8.21,50.78 
2020-08-25 13:00:00,710.97,512.97,120.79,33.46,854.27,7.66,52.83 
